Surveyor,Route,Cross(%),Latitude,Longitude,GPStime
joey,Cross & Running,-1.5,34.08757639766358,-117.6880849951123,06/10/2022 11:01:42:AM
joey,Cross & Running,-1.5,34.08757639766358,-117.6880849951123,06/10/2022 11:01:41:AM
joey,Cross & Running,-1.4,34.08757639766358,-117.6880849951123,06/10/2022 11:01:40:AM
joey,Cross & Running,-1.4,34.08757639766358,-117.6880849951123,06/10/2022 11:01:39:AM
joey,Cross & Running,-1.5,34.08757639766358,-117.6880849951123,06/10/2022 11:01:38:AM
joey,Cross & Running,-1.5,34.08757639766358,-117.6880849951123,06/10/2022 11:01:37:AM
joey,Cross & Running,-1.5,34.08757639766358,-117.6880849951123,06/10/2022 11:01:36:AM
joey,Cross & Running,-1.5,34.08757639766358,-117.6880849951123,06/10/2022 11:01:35:AM
joey,Cross & Running,-1.5,34.08757639766358,-117.6880849951123,06/10/2022 11:01:34:AM
joey,Cross & Running,-1.5,34.08757639766358,-117.6880849951123,06/10/2022 11:01:33:AM
joey,Cross & Running,-1.5,34.08757639766358,-117.6880849951123,06/10/2022 11:01:32:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:31:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:30:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:29:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:28:AM
joey,Cross & Running,-1.5,34.08757639766358,-117.6880849951123,06/10/2022 11:01:27:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:26:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:25:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:24:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:23:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:22:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:21:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:20:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:19:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:18:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:17:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:16:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:15:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:14:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:13:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:12:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:11:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:10:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:09:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:08:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:07:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:06:AM
joey,Cross & Running,-1.6,34.08757639766358,-117.6880849951123,06/10/2022 11:01:03:AM
joey,Cross & Running,-1.6,34.08757639944619,-117.6880849966169,06/10/2022 11:01:02:AM
joey,Cross & Running,-1.6,34.08757712186434,-117.6880846449018,06/10/2022 11:01:01:AM
joey,Cross & Running,-1.6,34.08758541263629,-117.6880890581187,06/10/2022 11:01:00:AM
joey,Cross & Running,-1.6,34.08758541263629,-117.6880890581187,06/10/2022 11:00:59:AM
joey,Cross & Running,-1.6,34.08758541263629,-117.6880890581187,06/10/2022 11:00:58:AM
joey,Cross & Running,-1.6,34.08758541263629,-117.6880890581187,06/10/2022 11:00:57:AM
joey,Cross & Running,-1.6,34.08758541263629,-117.6880890581187,06/10/2022 11:00:56:AM
joey,Cross & Running,-1.6,34.08758541263629,-117.6880890581187,06/10/2022 11:00:55:AM
joey,Cross & Running,-1.6,34.08758541263629,-117.6880890581187,06/10/2022 11:00:54:AM
joey,Cross & Running,-1.6,34.08758541263629,-117.6880890581187,06/10/2022 11:00:53:AM
joey,Cross & Running,-1.6,34.08758541263629,-117.6880890581187,06/10/2022 11:00:52:AM
joey,Cross & Running,-1.6,34.08758541263629,-117.6880890581187,06/10/2022 11:00:51:AM
joey,Cross & Running,-1.5,34.08758541263629,-117.6880890581187,06/10/2022 11:00:50:AM
joey,Cross & Running,-1.6,34.08758541263629,-117.6880890581187,06/10/2022 11:00:49:AM
joey,Cross & Running,-1.6,34.08758541263629,-117.6880890581187,06/10/2022 11:00:48:AM
joey,Cross & Running,-1.5,34.08758541263629,-117.6880890581187,06/10/2022 11:00:47:AM
joey,Cross & Running,-1.5,34.08758541263629,-117.6880890581187,06/10/2022 11:00:46:AM
joey,Cross & Running,-1.6,34.08758541263629,-117.6880890581187,06/10/2022 11:00:45:AM
joey,Cross & Running,-1.6,34.08758541263629,-117.6880890581187,06/10/2022 11:00:44:AM
joey,Cross & Running,-1.6,34.08758541263629,-117.6880890581187,06/10/2022 11:00:43:AM
joey,Cross & Running,-1.6,34.08758541263629,-117.6880890581187,06/10/2022 11:00:42:AM
joey,Cross & Running,-1.6,34.08758541263629,-117.6880890581187,06/10/2022 11:00:41:AM
joey,Cross & Running,-1.6,34.08758541263629,-117.6880890581187,06/10/2022 11:00:40:AM
joey,Cross & Running,-1.7,34.08758541263629,-117.6880890581187,06/10/2022 11:00:39:AM
joey,Cross & Running,-1.6,34.08758541263629,-117.6880890581187,06/10/2022 11:00:38:AM
joey,Cross & Running,-1.7,34.08758541263629,-117.6880890581187,06/10/2022 11:00:37:AM
joey,Cross & Running,-1.7,34.08758541263629,-117.6880890581187,06/10/2022 11:00:36:AM
joey,Cross & Running,-1.7,34.08758541263629,-117.6880890581187,06/10/2022 11:00:31:AM
joey,Cross & Running,-1.6,34.08758506157752,-117.6880888998699,06/10/2022 11:00:30:AM
joey,Cross & Running,-1.6,34.08758570914578,-117.6880881802638,06/10/2022 11:00:29:AM
joey,Cross & Running,-1.6,34.08748562644723,-117.6880906061506,06/10/2022 11:00:28:AM
joey,Cross & Running,-1.3,34.08748562644723,-117.6880906061506,06/10/2022 11:00:27:AM
joey,Cross & Running,-1.3,34.08748562644723,-117.6880906061506,06/10/2022 11:00:26:AM
joey,Cross & Running,-1.3,34.08748562644723,-117.6880906061506,06/10/2022 11:00:25:AM
joey,Cross & Running,-1.3,34.08748562644723,-117.6880906061506,06/10/2022 11:00:24:AM
joey,Cross & Running,-1.2,34.08748562644723,-117.6880906061506,06/10/2022 11:00:23:AM
joey,Cross & Running,-1.2,34.08748562644723,-117.6880906061506,06/10/2022 11:00:22:AM
joey,Cross & Running,-1.2,34.08748562644723,-117.6880906061506,06/10/2022 11:00:21:AM
joey,Cross & Running,-1.2,34.08748562644723,-117.6880906061506,06/10/2022 11:00:20:AM
joey,Cross & Running,-1.2,34.08748562644723,-117.6880906061506,06/10/2022 11:00:19:AM
joey,Cross & Running,-1.1,34.08748562644723,-117.6880906061506,06/10/2022 11:00:18:AM
joey,Cross & Running,-1.1,34.08748562644723,-117.6880906061506,06/10/2022 11:00:14:AM
joey,Cross & Running,-1.1,34.08748562644723,-117.6880906061506,06/10/2022 11:00:13:AM
joey,Cross & Running,-1.1,34.08748409138015,-117.6880880970471,06/10/2022 11:00:12:AM
joey,Cross & Running,-1.1,34.08745897085269,-117.6880910377596,06/10/2022 11:00:11:AM
joey,Cross & Running,-1,34.08745350891004,-117.68809261844,06/10/2022 11:00:10:AM
joey,Cross & Running,-0.6,34.08745538230694,-117.6881002098241,06/10/2022 11:00:09:AM
joey,Cross & Running,-0.7,34.08745280170773,-117.6881096001125,06/10/2022 11:00:08:AM
joey,Cross & Running,-0.9,34.08743000024154,-117.6881126729997,06/10/2022 11:00:05:AM
joey,Cross & Running,-1,34.0874248558639,-117.6881145142953,06/10/2022 11:00:04:AM
joey,Cross & Running,-1.1,34.08742254473815,-117.6881162004403,06/10/2022 11:00:03:AM
joey,Cross & Running,-1.2,34.08741751507486,-117.6881189336022,06/10/2022 11:00:02:AM
joey,Cross & Running,-1.2,34.08740920819594,-117.6881284008697,06/10/2022 11:00:01:AM
joey,Cross & Running,-1.7,34.08740466239023,-117.6881375366834,06/10/2022 11:00:00:AM
joey,Cross & Running,-1.8,34.08739884111424,-117.6881437012943,06/10/2022 10:59:59:AM
joey,Cross & Running,-0.4,34.0873951599953,-117.6881529736166,06/10/2022 10:59:58:AM
joey,Cross & Running,-1.1,34.08739088560957,-117.6881651165289,06/10/2022 10:59:57:AM
joey,Cross & Running,-0.3,34.08738703147761,-117.688181455059,06/10/2022 10:59:56:AM
joey,Cross & Running,-0.2,34.08738147585397,-117.6881914416446,06/10/2022 10:59:55:AM
joey,Cross & Running,0,34.08737889421809,-117.688200875292,06/10/2022 10:59:54:AM
joey,Cross & Running,0.2,34.08737899830906,-117.6882138858729,06/10/2022 10:59:53:AM
joey,Cross & Running,-2.1,34.08737412340895,-117.6882144739724,06/10/2022 10:59:52:AM
joey,Cross & Running,-4,34.08736699492501,-117.6882110977427,06/10/2022 10:59:51:AM
joey,Cross & Running,-1.7,34.08736260946839,-117.6882178537243,06/10/2022 10:59:50:AM
joey,Cross & Running,-1.3,34.08735416449358,-117.6882184374702,06/10/2022 10:59:49:AM
joey,Cross & Running,0.2,34.08734259699593,-117.6882170807464,06/10/2022 10:59:48:AM
joey,Cross & Running,-0.5,34.0873377926963,-117.68822131821,06/10/2022 10:59:47:AM
joey,Cross & Running,-0.5,34.08733662482911,-117.6882245685724,06/10/2022 10:59:46:AM
joey,Cross & Running,-1,34.08733998089848,-117.688227909674,06/10/2022 10:59:45:AM
joey,Cross & Running,-0.4,34.08734432449307,-117.6882397143544,06/10/2022 10:59:44:AM
joey,Cross & Running,1.6,34.08734415288891,-117.6882625048514,06/10/2022 10:59:43:AM
joey,Cross & Running,5.8,34.08734903449157,-117.6882771057657,06/10/2022 10:59:42:AM
joey,Cross & Running,-4.5,34.0873520842737,-117.6882845692058,06/10/2022 10:59:41:AM
joey,Cross & Running,-4.4,34.08735774427811,-117.6882868997533,06/10/2022 10:59:40:AM
joey,Cross & Running,-2.7,34.08736341602715,-117.6882913129408,06/10/2022 10:59:39:AM
joey,Cross & Running,-1.7,34.08736983706707,-117.688294201756,06/10/2022 10:59:38:AM
joey,Cross & Running,-2.2,34.08737591543718,-117.6882995898996,06/10/2022 10:59:37:AM
joey,Cross & Running,-1.6,34.08738736253073,-117.6883077761267,06/10/2022 10:59:36:AM
joey,Cross & Running,-1.2,34.08739415319482,-117.6883185891566,06/10/2022 10:59:35:AM
joey,Cross & Running,0.9,34.08739816739682,-117.6883289200842,06/10/2022 10:59:34:AM
joey,Cross & Running,1.5,34.08740263123249,-117.6883430217586,06/10/2022 10:59:33:AM
joey,Cross & Running,1.8,34.08740445082655,-117.6883610205808,06/10/2022 10:59:32:AM
joey,Cross & Running,2.1,34.08740539772418,-117.6883714946055,06/10/2022 10:59:31:AM
joey,Cross & Running,2.7,34.08740664716499,-117.6883825986321,06/10/2022 10:59:30:AM
joey,Cross & Running,3.1,34.08740975840882,-117.6883940304335,06/10/2022 10:59:29:AM
joey,Cross & Running,4.1,34.08740797931566,-117.6884085344713,06/10/2022 10:59:28:AM
joey,Cross & Running,4.1,34.08740405866583,-117.6884234273441,06/10/2022 10:59:27:AM
joey,Cross & Running,2.2,34.08740577660616,-117.6884278867067,06/10/2022 10:59:26:AM
joey,Cross & Running,-2.4,34.08740765948718,-117.6884345335748,06/10/2022 10:59:25:AM
joey,Cross & Running,-4,34.08741711721458,-117.6884365853378,06/10/2022 10:59:24:AM
joey,Cross & Running,0,34.08742635556609,-117.6884385810719,06/10/2022 10:59:23:AM
joey,Cross & Running,2.5,34.08742963071498,-117.688447788138,06/10/2022 10:59:22:AM
joey,Cross & Running,2.9,34.08742914501639,-117.6884584602322,06/10/2022 10:59:21:AM
joey,Cross & Running,2.6,34.08743087600759,-117.6884676981039,06/10/2022 10:59:20:AM
joey,Cross & Running,0.9,34.08743020313207,-117.6884797611631,06/10/2022 10:59:19:AM
joey,Cross & Running,1.6,34.08742683092866,-117.6884908651479,06/10/2022 10:59:18:AM
joey,Cross & Running,2.8,34.0874232365686,-117.6885011879365,06/10/2022 10:59:17:AM
joey,Cross & Running,3.3,34.08742176924995,-117.6885175618702,06/10/2022 10:59:16:AM
joey,Cross & Running,2.4,34.08742122366723,-117.6885332939064,06/10/2022 10:59:15:AM
joey,Cross & Running,1.8,34.08741857200936,-117.6885478712447,06/10/2022 10:59:14:AM
joey,Cross & Running,1.5,34.08741737982991,-117.6885651853742,06/10/2022 10:59:13:AM
joey,Cross & Running,1.6,34.08741126741456,-117.6885790618787,06/10/2022 10:59:12:AM
joey,Cross & Running,0.9,34.0874093670874,-117.6885956683107,06/10/2022 10:59:11:AM
joey,Cross & Running,1.5,34.08740707116401,-117.6886155999667,06/10/2022 10:59:10:AM
joey,Cross & Running,0.8,34.08740631805559,-117.688628345846,06/10/2022 10:59:09:AM
joey,Cross & Running,1.4,34.08740385091566,-117.6886402702336,06/10/2022 10:59:08:AM
joey,Cross & Running,1.1,34.08740507313348,-117.6886478201534,06/10/2022 10:59:07:AM
joey,Cross & Running,3.1,34.08740647118945,-117.6886560378462,06/10/2022 10:59:06:AM
joey,Cross & Running,0.1,34.08740128571568,-117.6886597415345,06/10/2022 10:59:05:AM
joey,Cross & Running,1.4,34.08739430004668,-117.6886661925305,06/10/2022 10:59:04:AM
joey,Cross & Running,0.9,34.08738921384546,-117.6886733777151,06/10/2022 10:59:03:AM
joey,Cross & Running,2,34.08738365697148,-117.6886848801744,06/10/2022 10:59:02:AM
joey,Cross & Running,1.9,34.08737883670724,-117.6886959002758,06/10/2022 10:59:01:AM
joey,Cross & Running,1.7,34.08737926281771,-117.6887063854293,06/10/2022 10:59:00:AM
joey,Cross & Running,1.7,34.08738158916407,-117.6887154934252,06/10/2022 10:58:59:AM
joey,Cross & Running,1.5,34.0873832355021,-117.6887236508313,06/10/2022 10:58:58:AM
joey,Cross & Running,1.5,34.08738454102586,-117.6887352945548,06/10/2022 10:58:57:AM
joey,Cross & Running,1.7,34.08738316197785,-117.6887436736375,06/10/2022 10:58:56:AM
joey,Cross & Running,1.6,34.0873830112056,-117.6887512570299,06/10/2022 10:58:55:AM
joey,Cross & Running,1.8,34.08738020242529,-117.6887592157492,06/10/2022 10:58:54:AM
joey,Cross & Running,2,34.08737846653128,-117.6887666297818,06/10/2022 10:58:53:AM
joey,Cross & Running,1.6,34.08737861834155,-117.6887714438323,06/10/2022 10:58:52:AM
joey,Cross & Running,1.6,34.08737432243275,-117.6887772275724,06/10/2022 10:58:51:AM
joey,Cross & Running,0.9,34.08737007187371,-117.6887912269223,06/10/2022 10:58:50:AM
joey,Cross & Running,-1,34.08737045936477,-117.6887918629781,06/10/2022 10:58:49:AM
joey,Cross & Running,-0.5,34.08737010225124,-117.6888061456535,06/10/2022 10:58:48:AM
joey,Cross & Running,0.8,34.08736755143283,-117.6888221633372,06/10/2022 10:58:47:AM
joey,Cross & Running,1,34.08736616868691,-117.6888297837795,06/10/2022 10:58:46:AM
joey,Cross & Running,0.2,34.08736450684788,-117.6888323935011,06/10/2022 10:58:45:AM
joey,Cross & Running,0,34.08735330771763,-117.6888449783443,06/10/2022 10:58:44:AM
joey,Cross & Running,-0.6,34.08734425774507,-117.6888549964054,06/10/2022 10:58:43:AM
joey,Cross & Running,-0.8,34.0873331274944,-117.6888590110017,06/10/2022 10:58:42:AM
joey,Cross & Running,-0.4,34.08731672690965,-117.6888732500025,06/10/2022 10:58:41:AM
joey,Cross & Running,-0.6,34.08730846509231,-117.688880148643,06/10/2022 10:58:40:AM
joey,Cross & Running,0,34.08730108074486,-117.6888885641457,06/10/2022 10:58:39:AM
joey,Cross & Running,-0.3,34.08729402367968,-117.6888971643061,06/10/2022 10:58:38:AM
joey,Cross & Running,-0.3,34.08728328049643,-117.688902890581,06/10/2022 10:58:37:AM
joey,Cross & Running,0.4,34.08726873594332,-117.6889109475028,06/10/2022 10:58:36:AM
joey,Cross & Running,0.7,34.0872562235795,-117.6889218462374,06/10/2022 10:58:35:AM
joey,Cross & Running,1,34.08724771042269,-117.6889287549911,06/10/2022 10:58:34:AM
joey,Cross & Running,1.1,34.08723702227152,-117.6889486700603,06/10/2022 10:58:33:AM
joey,Cross & Running,1.9,34.08722582151222,-117.6889582454453,06/10/2022 10:58:32:AM
joey,Cross & Running,1.4,34.08721592716991,-117.6889811831681,06/10/2022 10:58:31:AM
joey,Cross & Running,1.4,34.08721329923383,-117.6889982256521,06/10/2022 10:58:30:AM
joey,Cross & Running,1.8,34.08721644397561,-117.6890098328998,06/10/2022 10:58:29:AM
joey,Cross & Running,1.9,34.08721558535952,-117.6890179670753,06/10/2022 10:58:28:AM
joey,Cross & Running,1.7,34.08721417380156,-117.6890328635269,06/10/2022 10:58:27:AM
joey,Cross & Running,2.5,34.08721428197618,-117.6890501482608,06/10/2022 10:58:26:AM
joey,Cross & Running,2.3,34.08720695923216,-117.6890682562587,06/10/2022 10:58:25:AM
joey,Cross & Running,2.6,34.08720784692821,-117.6890762627295,06/10/2022 10:58:24:AM
joey,Cross & Running,3,34.08720733330419,-117.6890936247666,06/10/2022 10:58:23:AM
joey,Cross & Running,3.2,34.08721240443934,-117.6891050172726,06/10/2022 10:58:22:AM
joey,Cross & Running,3.7,34.08721221405558,-117.6891123064308,06/10/2022 10:58:21:AM
joey,Cross & Running,2.9,34.08720587103655,-117.6891247777335,06/10/2022 10:58:20:AM
joey,Cross & Running,1.7,34.08719817217283,-117.6891402893232,06/10/2022 10:58:19:AM
joey,Cross & Running,2.1,34.08719706434594,-117.6891595664449,06/10/2022 10:58:18:AM
joey,Cross & Running,2.3,34.08718831539176,-117.6891814352059,06/10/2022 10:58:17:AM
joey,Cross & Running,2.4,34.08718244522527,-117.689193686495,06/10/2022 10:58:16:AM
joey,Cross & Running,2.4,34.08717881620537,-117.689208302239,06/10/2022 10:58:15:AM
joey,Cross & Running,1.9,34.08718276068828,-117.6892069137548,06/10/2022 10:58:14:AM
joey,Cross & Running,0.6,34.08717749709239,-117.6892104726741,06/10/2022 10:58:13:AM
joey,Cross & Running,-1.6,34.08718070412821,-117.6892093665886,06/10/2022 10:58:12:AM
joey,Cross & Running,-2.9,34.08718533204832,-117.6892129472654,06/10/2022 10:58:11:AM
joey,Cross & Running,-4,34.08718533204832,-117.6892129472654,06/10/2022 10:58:10:AM
joey,Cross & Running,-4,34.08719598641907,-117.6892168794505,06/10/2022 10:58:09:AM
joey,Cross & Running,-4.1,34.08719644901273,-117.6892172557383,06/10/2022 10:58:08:AM
joey,Cross & Running,-4.2,34.08720794744792,-117.6892109109616,06/10/2022 10:58:07:AM
joey,Cross & Running,-4166.5,34.08721677513182,-117.6892141155458,06/10/2022 10:58:04:AM
joey,Cross & Running,-2.2,34.08721749194199,-117.6892126494099,06/10/2022 10:58:03:AM
joey,Cross & Running,-2.2,34.0872197814843,-117.689208023244,06/10/2022 10:58:02:AM
joey,Cross & Running,-2.1,34.08721771965498,-117.6892038182314,06/10/2022 10:58:01:AM
joey,Cross & Running,-1.7,34.08721730603597,-117.6891930876255,06/10/2022 10:58:00:AM
joey,Cross & Running,-1.8,34.08721981924687,-117.6891822490729,06/10/2022 10:57:59:AM
joey,Cross & Running,-1.8,34.08722271734702,-117.6891703059719,06/10/2022 10:57:58:AM
joey,Cross & Running,-2.2,34.08722552099973,-117.6891529800766,06/10/2022 10:57:57:AM
joey,Cross & Running,-2,34.08722644707387,-117.6891361320872,06/10/2022 10:57:56:AM
joey,Cross & Running,-1.8,34.08722764281811,-117.6891224593397,06/10/2022 10:57:55:AM
joey,Cross & Running,-1.2,34.08723073379527,-117.689103661017,06/10/2022 10:57:54:AM
joey,Cross & Running,-2,34.08723432909929,-117.6890899337216,06/10/2022 10:57:53:AM
joey,Cross & Running,-2.3,34.08723949027737,-117.6890721999618,06/10/2022 10:57:52:AM
joey,Cross & Running,-2.6,34.08724387783223,-117.6890616743353,06/10/2022 10:57:51:AM
joey,Cross & Running,-2,34.08724540841028,-117.6890524975676,06/10/2022 10:57:50:AM
joey,Cross & Running,-2.8,34.08724596428999,-117.6890439351827,06/10/2022 10:57:49:AM
joey,Cross & Running,-2.1,34.0872498746671,-117.6890277955607,06/10/2022 10:57:48:AM
joey,Cross & Running,-1.7,34.08725349968336,-117.6890135707252,06/10/2022 10:57:47:AM
joey,Cross & Running,-1.2,34.08725442803874,-117.6889989690134,06/10/2022 10:57:46:AM
joey,Cross & Running,-1.5,34.08725789601377,-117.6889890119658,06/10/2022 10:57:45:AM
joey,Cross & Running,-1,34.08726367654232,-117.6889817515693,06/10/2022 10:57:44:AM
joey,Cross & Running,-1.7,34.08726853989759,-117.6889648216104,06/10/2022 10:57:43:AM
joey,Cross & Running,-1.2,34.08726768086704,-117.6889481148087,06/10/2022 10:57:42:AM
joey,Cross & Running,-0.6,34.0872694940805,-117.688937823932,06/10/2022 10:57:41:AM
joey,Cross & Running,-0.8,34.08727119180367,-117.6889346451516,06/10/2022 10:57:40:AM
joey,Cross & Running,-0.8,34.08727396139725,-117.6889245178171,06/10/2022 10:57:39:AM
joey,Cross & Running,-1,34.08728078078342,-117.6889234789625,06/10/2022 10:57:38:AM
joey,Cross & Running,-1,34.08728879175461,-117.6889186203607,06/10/2022 10:57:37:AM
joey,Cross & Running,-1.1,34.08730107204882,-117.6889149072542,06/10/2022 10:57:36:AM
joey,Cross & Running,-1.4,34.08731125189235,-117.6889108721541,06/10/2022 10:57:35:AM
joey,Cross & Running,-0.1,34.08732447962309,-117.6889063604146,06/10/2022 10:57:34:AM
joey,Cross & Running,-0.8,34.08733861438729,-117.6889033197634,06/10/2022 10:57:33:AM
joey,Cross & Running,-1,34.08735128795674,-117.6889033095305,06/10/2022 10:57:32:AM
joey,Cross & Running,-0.5,34.08736286255366,-117.6889050126419,06/10/2022 10:57:31:AM
joey,Cross & Running,-0.9,34.08737561380889,-117.6889047267467,06/10/2022 10:57:30:AM
joey,Cross & Running,0.1,34.08738174500214,-117.6888993686198,06/10/2022 10:57:29:AM
joey,Cross & Running,0,34.08739326542853,-117.6889004944887,06/10/2022 10:57:28:AM
joey,Cross & Running,-0.3,34.08740423733652,-117.6888982289028,06/10/2022 10:57:27:AM
joey,Cross & Running,-0.9,34.08741994292977,-117.6888946624404,06/10/2022 10:57:26:AM
joey,Cross & Running,0.1,34.087433808899,-117.6888906927313,06/10/2022 10:57:25:AM
joey,Cross & Running,-0.1,34.08744207438105,-117.6888942491529,06/10/2022 10:57:24:AM
joey,Cross & Running,-0.6,34.08745087295485,-117.6888908593824,06/10/2022 10:57:23:AM
joey,Cross & Running,-0.4,34.08746216239275,-117.6888870637319,06/10/2022 10:57:22:AM
joey,Cross & Running,-0.3,34.08746747289673,-117.6888906571569,06/10/2022 10:57:21:AM
joey,Cross & Running,0.1,34.08747628358289,-117.6888908821318,06/10/2022 10:57:20:AM
joey,Cross & Running,-0.5,34.08748605770795,-117.6888943109185,06/10/2022 10:57:19:AM
joey,Cross & Running,0,34.08749313421395,-117.6888992949221,06/10/2022 10:57:18:AM
joey,Cross & Running,-0.3,34.08750058549768,-117.6888998661433,06/10/2022 10:57:17:AM
joey,Cross & Running,-1.8,34.08750865819342,-117.6889021548751,06/10/2022 10:57:16:AM
joey,Cross & Running,-3,34.08751555723957,-117.6889022620919,06/10/2022 10:57:15:AM
joey,Cross & Running,-3.4,34.08752872270149,-117.6889057118739,06/10/2022 10:57:14:AM
joey,Cross & Running,-1.2,34.08753726118414,-117.6889075418175,06/10/2022 10:57:13:AM
joey,Cross & Running,-0.1,34.08754878935023,-117.6889062144486,06/10/2022 10:57:12:AM
joey,Cross & Running,-0.1,34.0875580879142,-117.6889070310511,06/10/2022 10:57:11:AM
joey,Cross & Running,-1.1,34.08756510761472,-117.6889082678814,06/10/2022 10:57:10:AM
joey,Cross & Running,-2.9,34.08756493798128,-117.6889139638865,06/10/2022 10:57:09:AM
joey,Cross & Running,-1.9,34.08756816847979,-117.6889233191061,06/10/2022 10:57:08:AM
joey,Cross & Running,-1.8,34.08756793242222,-117.6889361104346,06/10/2022 10:57:07:AM
joey,Cross & Running,-1.5,34.08756820104234,-117.6889489130025,06/10/2022 10:57:06:AM
joey,Cross & Running,-1,34.08756743936151,-117.6889630939207,06/10/2022 10:57:05:AM
joey,Cross & Running,-1.1,34.08756644463036,-117.6889776561782,06/10/2022 10:57:04:AM
joey,Cross & Running,-1.4,34.08756498665755,-117.6889916214091,06/10/2022 10:57:03:AM
joey,Cross & Running,-1.5,34.08756486985244,-117.6890071270951,06/10/2022 10:57:02:AM
joey,Cross & Running,-2.1,34.08757036900749,-117.6890219570349,06/10/2022 10:57:01:AM
joey,Cross & Running,-2.3,34.08756986330668,-117.6890359633948,06/10/2022 10:57:00:AM
joey,Cross & Running,-2.7,34.08757061289398,-117.6890490709529,06/10/2022 10:56:59:AM
joey,Cross & Running,-3.6,34.08756873748946,-117.6890648665635,06/10/2022 10:56:58:AM
joey,Cross & Running,-3.2,34.08756786619097,-117.68907851001,06/10/2022 10:56:57:AM
joey,Cross & Running,-3,34.08756888183771,-117.6890938574533,06/10/2022 10:56:56:AM
joey,Cross & Running,-2.7,34.08757009306702,-117.6891080099839,06/10/2022 10:56:55:AM
joey,Cross & Running,-3.1,34.08757534738024,-117.6891199735627,06/10/2022 10:56:54:AM
joey,Cross & Running,-2.7,34.08757371443969,-117.6891353185673,06/10/2022 10:56:53:AM
joey,Cross & Running,-1.9,34.08757489205941,-117.6891464939031,06/10/2022 10:56:52:AM
joey,Cross & Running,-1.6,34.08757354761546,-117.6891607257799,06/10/2022 10:56:51:AM
joey,Cross & Running,-1.8,34.08757191387247,-117.6891744750887,06/10/2022 10:56:50:AM
joey,Cross & Running,-1.9,34.08756935039717,-117.6891925141251,06/10/2022 10:56:49:AM
joey,Cross & Running,-2.4,34.08757078050898,-117.6891971046002,06/10/2022 10:56:48:AM
joey,Cross & Running,-1.3,34.08757141120415,-117.6892082131661,06/10/2022 10:56:47:AM
joey,Cross & Running,-1.5,34.08757214303076,-117.6892283395494,06/10/2022 10:56:46:AM
joey,Cross & Running,-1,34.08757316353015,-117.68923905597,06/10/2022 10:56:45:AM
joey,Cross & Running,-1.1,34.08756714237811,-117.6892586292206,06/10/2022 10:56:44:AM
joey,Cross & Running,-1,34.08756576292879,-117.6892741911436,06/10/2022 10:56:43:AM
joey,Cross & Running,-0.7,34.08756725742996,-117.6892826469165,06/10/2022 10:56:42:AM
joey,Cross & Running,-0.1,34.08756574692375,-117.6892946468448,06/10/2022 10:56:41:AM
joey,Cross & Running,-0.3,34.08756465671112,-117.6893130119194,06/10/2022 10:56:40:AM
joey,Cross & Running,-1.4,34.08756379058446,-117.6893267885332,06/10/2022 10:56:39:AM
joey,Cross & Running,-2,34.0875634973555,-117.6893450526852,06/10/2022 10:56:38:AM
joey,Cross & Running,-2.4,34.08756179639733,-117.6893619774201,06/10/2022 10:56:37:AM
joey,Cross & Running,-1.7,34.08755661797422,-117.689372832907,06/10/2022 10:56:36:AM
